Identificador,Tipo de subasta,Cuenta expediente,Fecha de inicio,Fecha de conclusión,Cantidad reclamada,Lotes,Anuncio BOE,Valor subasta,Tasación,Puja mínima,Tramos entre pujas,Importe del depósito,Descripción,Dirección,Código Postal,Localidad,Provincia,Vivienda habitual,Situación posesoria,Visitable,Inscripción registral,Referencia catastral,Cargas,Dirección Mapa
SUB-JA-2023-216802,JUDICIAL EN VÍA DE APREMIO,1722 0000 05 0778 22,2023-08-08,2023-08-28,23562.21,0,BOE-B-2023-23238,114000.0,0.0,0.0,0.0,5700.0,"URBANA: NUMERO DOCE, Local comercial situado en la planta baja del edificio a la rasante de la calle, sito en Armilla, calle Poniente treinta y siete con superficie construida con elementos comunes de ciento treinta y cuatro metros sesenta y dos decímetros cuadrados. 
          REFERENCIA CATASTRAL: 4111703VG4141A0014SR.","CALLE PONIENTE, 37",18100,ARMILLA,GRANADA,No consta,No consta,No consta,"FINCA REGISTRAL NUM  8.393 , inscrita al Registro de Armilla, al Tomo 1.580 , Libro 146 ,  Folio 51 , inscripción de hipoteca 10ª modificada por inscripción 12ª.",No consta,No consta,"CALLE PONIENTE, 37"
SUB-JA-2023-216882,JUDICIAL EN VÍA DE APREMIO,0162 0000 06 2219 21,2023-08-08,2023-08-28,5594.21,0,BOE-B-2023-23236,49008.49,0.0,0.0,980.17,2450.42,"Finca Registral nº33.768 del Registro de la Propiedad nº1 de Elche, Tomo 1878, Libro 1487, Folio 26, Inscripción 20ª,   inscrita a favor de Natalia Garcia Segura.
           
          URBANA. NUMERO SESENTA Y UNO.- Piso segundo izquierda esquina destinada a una vivienda del tipo J1, que tiene su acceso por el portal escalera número cincuenta y siete de la calle Antonio García Cayuelas, de esta Ciudad. Ocupa una superficie construida de ciento doce metros, treinta y nueve decímetros cuadrados, y una superficie útil de ochenta y ocho metros, ochenta y seis decímetros cuadrados.","CALLE ANTONIO GARCIA CAYUELAS Nº57, PISO 2º IZQUIERDA",3206,ELCHE,ALICANTE/ALACANT,No,No consta,No consta,No consta,0191101YH0309A0095WD,LAS QUE CONSTAN EN LA CERTIFIACCION DE CARGAS,CALLE ANTONIO GARCIA CAYUELAS Nº57
SUB-JA-2023-216889,JUDICIAL EN VÍA DE APREMIO,0518 0000 06 1776 22,2023-08-08,2023-08-28,156356.2,0,BOE-B-2023-23232,207700.0,0.0,0.0,4154.0,10385.0,"DATOS REGISTRALES:1. URBANA.- ENTIDAD NUMERO DOS.- PISO PRIMERO, PUERTA ÚNICA, vivienda de la casa sita en Badalona, calle Calderón de la Barca, sesenta y seis, que tiene una superficie útil y aproximada de sesenta y un metros cuadrados. Inscrita en el Registro de la Propiedad de Badalona nº 2 tomo 3502, libro 722 folio 77, finca número 31612","CALLE CALDERON DE LA BARCA, 66, 1º PUERTA UNICA",8914,BADALONA,BARCELONA,Sí,No consta,No consta,"Inscrita en el Registro de la Propiedad de Badalona nº 2 tomo 3502, libro 722 folio 77, finca número 31612",5287433DF3858800002MU,No consta,"CALLE CALDERON DE LA BARCA, 66"
SUB-JA-2023-216903,JUDICIAL EN VÍA DE APREMIO,2048 0000 06 0241 20,2023-08-08,2023-08-28,49565.14,0,BOE-B-2023-23241,125382.34,0.0,0.0,2507.64,6269.11,"URBANA EN MENGIBAR, en el edificio sito en la calle José María Lillo, número 9,
          esquina calle Hermanos Fernández. NUMERO SIETE. VIVIENDA TIPO A EN LA PLANTA SEGUNDA con acceso a través del portal, escalera y ascensor desde la calle Hermanos Fernández. Tiene una superficie construida de setenta metros cuadrados con ochenta y cuatro decímetros cuadrados.",CALLE JOSE MARIA LILLO Nº 9,23620,MENGIBAR,JAÉN,Sí,No consta,No consta,No consta,No consta,No consta,CALLE JOSE MARIA LILLO Nº 9
SUB-JA-2023-216924,JUDICIAL EN VÍA DE APREMIO,5420 0000 06 0221 21,2023-08-08,2023-08-28,54378.84,0,BOE-B-2023-23261,71500.0,0.0,0.0,1430.0,3575.0,"Finca registral nº 2/681 inscrita en el Registro de la Propiedad de San Cristobal de La Laguna nº 1 y 3, al Tomo 2.213, Folio 163, Libro 813.","URBANIZACION FLORIDA, 12 PL :04 PT: 03",38320,SAN CRISTÓBAL DE LA LAGUNA,SANTA CRUZ DE TENERIFE,Sí,No consta,No consta,"Finca registral nº 2/681 inscrita en el Registro de la Propiedad de San Cristobal de La Laguna nº 1 y 3, al Tomo 2.213, Folio 163, Libro 813.",3793701CS7439S0019ZX,No consta,"URBANIZACION FLORIDA, 12"
SUB-JA-2023-216939,JUDICIAL EN VÍA DE APREMIO,5451 0000 06 0005 20,2023-08-08,2023-08-28,94803.37,0,BOE-B-2023-23258,182237.8,0.0,0.0,0.0,9111.89,FINCA CON VIVIENDA,AVENIDA DE REUS 17,43206,REUS,TARRAGONA,No,No consta,No consta,No consta,No consta,No consta,AVENIDA DE REUS 17
SUB-JA-2023-216940,JUDICIAL EN VÍA DE APREMIO,4514 0000 05 0136 20,2023-08-08,2023-08-28,40001.97,0,BOE-B-2023-23229,57867.25,57867.25,1000.0,1157.34,2893.36,"URBANA.-FINCA Nº 7314 con IDUFIR 46073000056942 de Alzira, inscrita en el Tomo 2782, libro 1222, folio 88. Casa situada en Alzira, Calle de Tejar Martí, hoy señalada con el número 21, sin que conste el de la manzana, compuesta de planta baja con corral y un piso superior. Referencia catastral: 1671019YJ2317S0001GE.  VIVIENDA HABITUAL","CALLE TEJAR MARTI, 21",46600,ALZIRA,VALENCIA/VALÈNCIA,Sí,No consta,No,"FINCA Nº 7314 con IDUFIR 46073000056942 de Alzira, inscrita en el Tomo 2782, libro 1222, folio 88.",1671019YJ2317S0001GE,EN CERTIFICACION,"CALLE TEJAR MARTI, 21"
SUB-JA-2023-217071,JUDICIAL EN VÍA DE APREMIO,2993 0000 06 0802 16,2023-08-08,2023-08-28,319532.47,0,BOE-B-2023-23247,369100.0,0.0,0.0,7382.0,18455.0,"URBANA, NUMERO 42, PISO LETRA B, IZQUIERDA, PLANTA BAJA, ESCA-LERA SIETE, CONJUNTO EL OASIS, PARTIDO DE NAGUELES, MARBELLA.
          Partido de Nagüeles -Llanos de la Campiña, Su superficie total construida, con parte proporcional de zonas Comunes y de club social, es de CIENTO QUINCE METROS NOVENTA Y CINCO DECIMETROS CUADRADOS. Se distribuye en varias depen-dencias, servicios y terraza. Linda -considerando coma frente su puerta particular de entrada; frente, zona común del conjunto, y meseta de la escalera; derecha entrando, meseta Conjunto; e izquierda piso ""A, piso A de esta escalera; fondo, zona común del de la escalera 6.","NUMERO 42, PISO LETRA B, IZQUIERDA, PLANTA BAJA, ESCA-LERA SIETE, CONJUNTO EL OASIS, PARTIDO DE NAGUELES, MARBELLA.",29602,MARBELLA,MÁLAGA,No consta,No consta,No consta,RP Nº3 DE MARBELLA(Sección 03) FINCA Nº: 49415,6615205UF2461N0042SL,No consta,NUMERO 42
SUB-JA-2023-217115,JUDICIAL EN VÍA DE APREMIO,4548 0000 05 0602 20,2023-08-08,2023-08-28,244317.3,0,BOE-B-2023-23254,4822.42,0.0,0.0,96.44,241.12,"PLAZA DE GARAJE Nº 19 de 30,41 m2 sita en 46196-CATADAU
          (Valencia), Calle nueva nº 58, planta sótano.","CALLE NUEVA Nº 58, PLANTA SÓTANO",46196,CATADAU,VALENCIA/VALÈNCIA,No,No consta,No consta,No consta,9606721YJ0590N0040FD,No consta,CALLE NUEVA Nº 58
SUB-JA-2023-217211,JUDICIAL EN VÍA DE APREMIO,2340 0000 06 0113 21,2023-08-08,2023-08-28,255782.56,0,BOE-B-2023-23267,332200.0,0.0,0.0,500.0,16610.0,"VIVIENDA DUPLEX SITA EN CALLE PERALES, 15, 1º F DE VALDEOLMOS-ALARPARDO, C.P. 28130, MADRID A LA QUE CORRESPONDEN COMO ANEJOS PLAZA DE APARCAMIENTO NUMERO 22 Y CUARTO TRASTERO CERRADO NÚMERO 10","CALLE PERALES, 15, 1º F",28130,VALDEOLMOS-ALARPARDO,MADRID,No,No consta,No consta,"INSCRITA EN EL REGISTRO DE LA PROPIEDAD DE ALGETE AL TOMO 3498, LIBRO 92, FOLIO 29, FINCA 2731",No consta,No consta,"CALLE PERALES, 15"
SUB-JA-2023-217251,JUDICIAL EN VÍA DE APREMIO,4548 0000 06 1051 22,2023-08-08,2023-08-28,56822.35,0,BOE-B-2023-23255,96527.2,0.0,0.0,1930.54,4826.36,"Finca registral número: 7609 de Picassent. Inscrita en el
          Registro de la Propiedad de Picassent nº 1, al Tomo 2582, Libro
          476, Folio 92.",CALLE PAU Nº 3 PTA 2,46220,PICASSENT,VALENCIA/VALÈNCIA,No,No consta,No consta,No consta,No consta,No consta,CALLE PAU Nº 3
SUB-JC-2023-217214,JUDICIAL CONCURSAL,1831 0000 52 0059 17,2023-08-08,2023-08-28,527445.36,0,BOE-B-2023-23240,650000.0,0.0,0.0,13000.0,32500.0,Vivienda familiar habitual,CALLE BRUC,8294,EL BRUC,BARCELONA,Sí,No consta,No,No consta,9929702CG0099N0001MK,Ver edicto y decreto,CALLE BRUC
SUB-RC-2023-0026I20220166,RECAUDACIÓN TRIBUTARIA,0123 4567 89 0987 65,2023-08-08,2023-08-28,55796.49,0,BOE-B-2023-23326,1720.96,1720.96,430.24,300.0,86.05,"100,00% de Propiedad plena de URBANA.- Del complejo urbanístico RESIDENCIAL BONAVISTA, sito en Pedreguer, con fachadas recayentes a la calle deIs Furs; y del componente número NOVENTA Y CINCO, que se trata de un local diáfano destinado a plazas de aparcamiento y trastero descrito en la inscripción 1ª de la registral que se dirá, el SUBCOMPONENTE NUMERO: 122.- Trastero señalado con el número TREINTA Y TRES, 4,92/1572,82 partes indivisas que dan derecho al uso y aprovechamiento exclusivo del trastero número TREINTA Y TRES. La superficie útil aproximada de dicha plaza es de 4,92 m2, y linda: frente, plaza nº 40; derecha entrando, trastero nº 32; izquierda, trastero nº 34; y fondo, linde general.
          Inscrita en el Registro de la Propiedad de Pedreguer al tomo 1623, libro 162, folio 113, finca nº 13571/122.",CALLE FURS DELS 6,3750,PEDREGUER,ALICANTE/ALACANT,No,Sin ocupantes,No consta,"Registro de la propiedad 1 de PEDREGUER, Tomo 1623, Libro 162, Folio 113, Finca Registral num. 13571/122",3687618BC6938N0216QZ,Sin cargas preferentes,CALLE FURS DELS 6
SUB-RC-2023-0026I20220171,RECAUDACIÓN TRIBUTARIA,0123 4567 89 0987 65,2023-08-08,2023-08-28,3577.31,0,BOE-B-2023-23323,7109.88,7109.88,3554.94,1000.0,355.49,"Una doceava parte indivisa del pleno dominio.. RUSTICA.- Un trozo de terreno situado en la partida de Baya Baja, término municipal de Elche, de ocho metros de frente a la carretera de las Bayas, por treinta de fondo, lo que hace una superficie de doscientos cuarenta metros cuadrados.- Linda: Norte, Roque Sempere Agulló; Sur, finca matriz de que se segregó; Este, calle sin nombre, acequia en medio; y Oeste, la indicada carretera de las Bayas.-",AVENIDA ELCHE 43,3292,ELX,ALICANTE/ALACANT,No,Sin ocupantes,No consta,"Registro de la propiedad 2 de ELX, Tomo 2306, Libro 1762, Folio 117, Finca Registral num. 20803",6429605YH0362G0001QB,Sin cargas preferentes,AVENIDA ELCHE 43
SUB-RC-2023-0026I20220203,RECAUDACIÓN TRIBUTARIA,0123 4567 89 0987 65,2023-08-08,2023-08-28,3545.54,0,BOE-B-2023-23325,2238.03,2238.03,1119.02,300.0,111.9,"100,00% de Propiedad plena de Urbana.-Una participación indivisa de cero enteros y veintiséis centésimas por ciento del componente uno: Sótano destinado a plazas de garaje, con un total de 84 y trasteros con un total de 89 del edificio que constituye la Fase II del Conjunto Residencial denominado ""LOS LAURELES"", calle Gran Vía Pintor Xavier Soler, número 7 en la  Partida Pla del Bon Repos, en el P.P. ""Garbinet"" Polígono VIII, gráficamente teniendo superficie útil de 2.299,29 m2 para la zona de aparcamiento y de 715,21 m2 para la zona de trasteros, gráficamente acceso para peatones por los núcleos de comunicación vertical de las dos torres, cuyos vestíbulos de independencia en esta planta miden 37,26 m2, y los vehículos a través de rampa que le une a la vía pública. La superficie de los viales de circulación es de 1.087,39 m2, la de los pasillos peatonales del aparcamiento de 33,34 m2, la del vestíbulo de acceso a los trasteros de 37,26 m2, y la de los pasillos peatonales de los trasteros de 176,76 m2. Linda: frente, Gran Vía Pintor Xavier Soler; derecha entrando, calle 23; Izquierda, Fase I y fondo, calle 18. Cuota: 10 %. Dicha Participación indivisa se concreta en el TRASTERO Nº109 de forma rectangular con un perímetro de 2,40 m de frente por 2,90 m de lado y teniendo superficie útil de 6,96 m2. Linda: frente, pasillo común de los trasteros; derecha entrando, trastero 110; izquierda, trastero 108; y fondo, muro Gran Vía. Cuota en el edificio general: 0,26%.",AVENIDA PINTOR XAVIER SOLER 3,3015,ALACANT/ALICANTE,ALICANTE/ALACANT,No,Sin ocupantes,No consta,"Registro de la propiedad 1 de ALACANT/ALICANTE, Tomo 3137, Libro 2209, Folio 60, Finca Registral num. 96688/59",1295902YH2419E0490YB,"1 - SERVIDUMBRE de luces, vistas, balcones, y voladizos en el vuelo de la zona común a favor del edificio de la Fase I, sometida a la condición suspensiva a que pasen a ser de diferente propietario de la finca de este número  y el edificio en que se integran las viviendas beneficiarias de la Servidumbre a favor de los Laureles Fase I",AVENIDA PINTOR XAVIER SOLER 3
SUB-RC-2023-0026I20220207,RECAUDACIÓN TRIBUTARIA,0123 4567 89 0987 65,2023-08-08,2023-08-28,5806.16,0,BOE-B-2023-23328,90760.77,90760.77,45380.39,3000.0,4538.04,"100,00% de Propiedad plena de Urbana: Vivienda (VPO: SI) tipo G centro. En Calle Antonio Brotons Pastor, 67, planta 4ª. Número de propiedad horizontal: 0016 Superficie construida: noventa y siete metros, treinta y cinco decímetros cuadrados. Superficie útil: setenta y nueve metros, ochenta y dos decímetros cuadrados. Linderos: frente, Rellano y cuadro de escalera y ascensor, patio de luces; fondo, proyección vertical a calle Juan Diez Martinez; derecha, con otra vivienda de esta planta; izquierda, con otra vivienda de la misma planta. Cuota de elementos comunes: tres enteros, trescientas noventa y siete milésimas por ciento.
          Código Registral Único: 03047000161390
          No coordinada gráficamente con catastro.",CALLE ANTONIO BROTONS PASTOR 65,3206,ELX,ALICANTE/ALACANT,Sí,Ocupantes sin derecho de permanencia,No consta,"Registro de la propiedad 4 de ELX, Tomo 1311, Libro 40, Folio 193, Finca Registral num. 2981",0083401YH0308C0030LD,1 - Sujeta a normativa estatutaria inscrita (en su caso) en el folio general del edificio al que pertenece.. 2 - Sujeta a las limitaciones legales de su régimen de vivienda de protección oficial de promoción privada.,CALLE ANTONIO BROTONS PASTOR 65
SUB-RC-2023-0026I20220250,RECAUDACIÓN TRIBUTARIA,0123 4567 89 0987 65,2023-08-08,2023-08-28,10391.11,0,BOE-B-2023-23327,15664.34,15664.34,7832.17,1000.0,783.22,"50,00% de Propiedad plena de URBANA.- VIVIENDA de la primera planta alta, del edificio en Almoradí, calle Mayor, número 32, que tiene una superficie construida de ochenta metros cuadrados, distribuida en vestíbulo, comedor, tres dormitorios, cocina, baño, galería y terraza a calle. Linda, Derecha según se mira a su fachada desde la calle Mayor Manuel Ferrández Vidal; Izquierda, Avenida Miguel Hernández y José Terol Solano; Fondo, José Terol Solano y patio de luces; Frente, Manuel Ferrández Vidal y calle Mayor. Cuota en comunes del 40%.",CALLE MAYOR 30,3160,ALMORADÍ,ALICANTE/ALACANT,Sí,Sin ocupantes,No consta,"Registro de la propiedad 1 de ALMORADÍ, Tomo 2686, Libro 426, Folio 173, Finca Registral num. 14394",3604612XH9230S0003RX,"1 - Hipoteca constituida por la inscripción 4ª, informando el acreedor hipotecario BANCO SANTANDER S A en fecha 22/03/2021  que la misma se encuentra cancelada económicamente",CALLE MAYOR 30
SUB-RC-2023-0026I20220288,RECAUDACIÓN TRIBUTARIA,0123 4567 89 0987 65,2023-08-08,2023-08-28,1977.33,0,BOE-B-2023-23332,16558.0,16558.0,8279.0,1000.0,827.9,"100,00% de Propiedad plena de URBANA. NUMERO CINCO. Plaza de garaje numero CINCO, en la planta baja de la casa en Avenida del Doctor Rico sin número de Alicante. Mide incluida parte proporcional en zonas comunes de acceso, veintiún metros y diecisiete decímetros cuadrados útiles y veintiseis metros y cincuenta y seis decímetros cuadrados construídos. Linda: Este, zona de accesos, por el Sur, la plaza seis; por el Norte, la cuatro, y por el Oeste, don Antonio Díaz. Se le asigna una participación indivisa en el valor total del inmueble y elementos comunes del mismo de cero enteros y setecientas noventa y cuatro milésimas por ciento; excepto en gastos de zaguán, escaleras y ascensores en que no participa por no utilizar tales servicios.",AVENIDA DOCTOR RICO 7,3005,ALACANT/ALICANTE,ALICANTE/ALACANT,No,Sin ocupantes,No consta,"Registro de la propiedad 3 de ALACANT/ALICANTE, Tomo 672, Libro 672, Folio 168, Finca Registral num. 42429",8780218YH1488B0005HF,Sin cargas preferentes,AVENIDA DOCTOR RICO 7
SUB-RC-2023-0026I20230018,RECAUDACIÓN TRIBUTARIA,0123 4567 89 0987 65,2023-08-08,2023-08-28,6897.07,0,BOE-B-2023-23331,52754.62,52754.62,13188.65,1000.0,2637.73,"50,00% de Propiedad plena de URBANA: Parcela de terreno monte, partida Raco del Marques, del termino municipal de Denia, Alicante, de 3000 m2 de superficie, perteneciente al plan parcial Monte Pego II. Actualmente identificada como C/ Las Aguilas, nº 31. Linda por el Norte, con el Plan Parcial Monte Pego III, Sur, con carretera del Plan Parcial por donde tiene su acceso; Este, con la parcela nº 129 de Monte Pego II; Oeste, con finca segregada.",CALLE AGUILAS 31,3700,DÉNIA,ALICANTE/ALACANT,No,No consta,No consta,"Registro de la propiedad 1 de DÉNIA, Tomo 511, Libro 303, Folio 150, Finca Registral num. 22147",6542503BD3064S0001YR,"1 - 1. Según nota simple del Registro de la propiedad, consta PACTO DE RETROVENTA a favor de CJP EXPERTOS INMOBILIARIOS S.L, en cuanto a la totalidad de la finca. Según la Inscripción 4ª de fecha 04/10/2012, al tomo 511, libro 303, folio 150.
          La parte vendedora se reserva el derecho de recuperar la finca vendida en el plazo de tres años, a contar desde el día siguiente a la fecha del otorgamiento del titulo que inscribo, es decir hasta el día 09/07/2015, reembolsando a la parte compradora la cantidad total de Ciento Diez mil trescientos noventa y dos euros con treinta y tres céntimos. Fecha de Alta: 04/10/2012.
          2. Consta escrito de fecha 27/12/2019 de autorizado por el deudor, manifestando que no se han ejercitado los derechos del pacto de retroventa.",CALLE AGUILAS 31
SUB-RC-2023-0026I20230048,RECAUDACIÓN TRIBUTARIA,0123 4567 89 0987 65,2023-08-08,2023-08-28,8826.58,0,BOE-B-2023-23334,40619.28,40619.28,20309.64,1000.0,2030.96,"100,00% de Propiedad plena de URBANA: ""UNA CASA DE HABITACION en la Villa de Cocentaina, Barrio de Fraga, Calle Antigua de San Roque, número siete de Policía, que consta de varios departamentos, con una superficie de solar de (104 m2). La planta baja tiene una superficie de ciento cuatro metros cuadrados (104 m2), de los cuales cincuenta metros cuadrados ( 50 m2) están destinados a almacén, y los cincuenta y cuatro metros cuadrados ( 54 m2) restantes a vivienda. La planta primera y segunda están destinadas a vivienda y  tienen  una  superficie  de  ciento  cuatro  metros  cuadrados  (  104  m2)  cada  una  de  ellas.  Total superficie construida: Trescientos doce metros cuadrados ( 312 m2). Linda: Izquierda, de Francisco Agulló Ordoño; derecha de Consuelo Insa Moltó, y espaldas, huerto de José Barrachina Jordá"".",CALLE ANTIGUA SAN ROQUE 7,3820,COCENTAINA,ALICANTE/ALACANT,No,Sin ocupantes,No consta,"Registro de la propiedad 1 de COCENTAINA, Tomo 1401, Libro 362, Folio 38, Finca Registral num. 4852",2719314YH2921N0001QS,Sin cargas preferentes,CALLE ANTIGUA SAN ROQUE 7
SUB-RC-2023-0026I20230053,RECAUDACIÓN TRIBUTARIA,0123 4567 89 0987 65,2023-08-08,2023-08-28,6256.97,0,BOE-B-2023-23333,5324.04,5324.04,2662.02,300.0,266.2,"100,00% de Propiedad plena de URBANA VEINTE- Plaza de garaje sita en la planta SOTANO del edificio en que integra, con acceso a la zona de entrada y maniobra y rampa a la calle 22 de Diciembre. Tiene una superficie útil de trece metros, cincuenta decímetros cuadrados. Linda, según se mira desde la calle de acceso: Derecha, plaza de garaje número Dos; Izquierda, subsuelo de herederos de Salvador Juan Juan; Fondo, subsuelo calle Torrevieja; y Frente, zona de acceso y maniobra. Cuota 0,63%",AVENIDA ALC JOSE RODRIGUEZ 1,3150,DOLORES,ALICANTE/ALACANT,No,Sin ocupantes,No consta,"Registro de la propiedad 1 de DOLORES, Tomo 2029, Libro 164, Folio 41, Finca Registral num. 12036",5439305XH9253N0002SE,Sin cargas preferentes,AVENIDA ALC JOSE RODRIGUEZ 1
SUB-RC-2023-0026I20230065,RECAUDACIÓN TRIBUTARIA,0123 4567 89 0987 65,2023-08-08,2023-08-28,1502.72,0,BOE-B-2023-23335,4450.63,4450.63,2225.32,300.0,222.53,"100,00% de Propiedad plena de URBANA: Una participación indivisa de cinco enteros setenta y nueve centésimas de entero por ciento, que se concreta en el uso y aprovechamiento exclusivo de la PLAZA DE GARAJE número CUATRO, que tiene una superficie útil de dieciséis metros, treinta decímetros cuadrados, y linda según se entra: derecha, plaza de garaje 3; izquierda, caja de escalera; fondo, calle Joaquín González; y frente, zona de acceso y maniobra. Forma parte del componente número DIECISIETE, local sito en la planta sótano del EDIFICIO en el que se integra, sito en término de Almoradi, Partida de Heredades, con entrada independiente mediante rampa a la calle Manuel Galán, sin número, se compone de dieciséis plazas de garaje. Obra nueva terminada.",CALLE MANUEL GALANT 16,3160,ALMORADÍ,ALICANTE/ALACANT,No,Ocupantes sin derecho de permanencia,No consta,"Registro de la propiedad 1 de ALMORADÍ, Tomo 2449, Libro 370, Folio 139, Finca Registral num. 23969/4",6284322XH9168S0004HT,Sin cargas preferentes,CALLE MANUEL GALANT 16
SUB-RC-2023-0026I20230089,RECAUDACIÓN TRIBUTARIA,0123 4567 89 0987 65,2023-08-08,2023-08-28,8488.67,0,BOE-B-2023-23329,47566.68,47566.68,23783.34,1000.0,2378.33,"50,00% de Propiedad plena de URBANA: (2)LOCAL COMERCIAL DE LA PLANTA BAJA.-En CALLE AURELIO COQUILLAT PASCUAL, 9.-Superficie construida: ciento noventa y seis metros, cincuenta y dos decímetros cuadrados.-Linda: Por su frente Oeste, con calle Aurelio Coquillat Pascual; por la derecha entrando, Sur, con Eloy Campello Tarí; por la izquierda Norte, con el local comercial de esta planta, zaguán y hueco de escaleras de subida los pisos, hueco de ascensor y habitaciones de los contadores de agua y luz de la comunidad, y por el fondo, Este, con Desiderio y Pascual Campello Tarí, habitaciones de los contadores de agua y luz de la comunidad y huecos del ascensor y escalera de subida a los pisos.- Cuota de elementos comunes: nueve enteros, nueve centésimas por ciento.- Calificada Definitivamente de Protección Oficial de Promoción Privada.-",CALLE AURELIO COQUILLAT PASCUAL 9,3201,ELX,ALICANTE/ALACANT,No,Sin ocupantes,No consta,"Registro de la propiedad 4 de ELX, Tomo 1404, Libro 133, Folio 185, Finca Registral num. 9873",0373214YH0307G0001XS,"1 - HIPOTECA INSCRIPCION 3ª, INFORMA EL ACREEDOR BBVA SA EN FECHA 31/08/2021 QUE  LA OPERACIÓN GARANTIZADA CON DICHA CARGA SE ENCUENTRA  EN LA ACTUALIDAD EXTINGUIDA. 2 - Sujeta a la normativa estatutaria inscrita (en su caso) en el folio general del edificio al que pertenece.. 3 - Sujeta a las limitaciones de su régimen de vivienda de protección oficial de promoción privada.",CALLE AURELIO COQUILLAT PASCUAL 9
SUB-RC-2023-3800100123021,RECAUDACIÓN TRIBUTARIA,0123 4567 89 0987 65,2023-08-08,2023-08-28,57599.41,0,BOE-B-2023-23319,8675.5,8675.5,0.0,300.0,433.78,"PLAZA DE GARAJE EN PLANTA SOTANO del conjunto sito llaman Pico Viendo señalado con el número veintiséis en el pago de Tafira, en el término municipal de esta Ciudad. Superficie de doce metros, noventa y nueve decímetros cuadrados. Según la tasación pericial  se valora garaje situado en Calle PICO VIENTO, nº 26, Planta -1, Puerta 16, en el municipio de Palmas de Gran Canaria (Las), provincia de LAS PALMAS (35017)","CALLE PICO VIENTO Nº 26 PLANTA -1, PLAZA DE GARAJE Nº 16. LPGC-LP (35017)",35017,LAS PALMAS DE GRAN CANARIA,LAS PALMAS,No,No consta,No,"Finnca36307, tomo 1931, libro 440, folio 128,  del Registro de la Propiedad LPGC Nº 1",6455218DS5065N0016AH,"Anotac prevent  embargo letra B, E, G, H a favor de la Agencia Tributaria Canaria (ejecutante)",CALLE PICO VIENTO Nº 26
SUB-JA-2023-214664,JUDICIAL EN VÍA DE APREMIO,3757 0000 06 0021 21,2023-06-27,2023-08-26,8221.95,0,BOE-B-2023-19268,114251.4,0.0,0.0,2285.02,5712.57,"LOTE URBANA Nº 36, VIVIENDA TIPO F EN PLANTA BAJA:
          VALOR DEL BIEN A EFECTOS DE SUBASTA: 114.251,40 EUROS.
          FINCA REGISTRAL Nº 18348, inscrita al tomo 1568, Libro 168, folio 38 del Registro de La Propiedad nº 1 de La Laguna.
          SITUACIÓN:
          CALLE CAMINO TORNERO ,EDIFICIO PARQUE RESIDENCIAL SAN BENITO Nº 19, PORTAL 8, BAJO IZQUIERDA, CP 38206, SAN CRISTOBAL DE LA LAGUNA
          REFERENCIA CATASTRAL: 98253B9CS6592N0036EG","CAMINO TORNERO, EDIFI PARQUE RESIDENCIAL SAN BENITO Nº 19, PORTAL 8, BAJO IZQ",38206,SAN CRISTOBAL DE LA LAGUNA,SANTA CRUZ DE TENERIFE,No consta,No consta,No consta,No consta,98253B9CS6592N0036EG,SE ADJUNTA CON EDICTO CERTIFICACION DE CARGAS,"CAMINO TORNERO, EDIFI PARQUE RESIDENCIAL SAN BENITO Nº 19"
SUB-JA-2023-216725,JUDICIAL EN VÍA DE APREMIO,3758 0000 05 0810 04,2023-08-04,2023-08-24,305071.02,0,BOE-B-2023-22880,120551.71,120551.71,0.0,2411.03,6027.58,"RESIDENCIAL SAN MIGUEL, FASE II, GUARGACHO","CALLE PUNTA DEL LOMO, 1-RESIDENCIAL SAN MIGUEL, FASE II, BLOQUE 6, ESCALERA 1, PLANTA 2",38632,SAN MIGUEL DE ABONA,SANTA CRUZ DE TENERIFE,No consta,No consta,No,No consta,9526305CS3092N0021LA,No consta,"CALLE PUNTA DEL LOMO, 1"
SUB-JA-2022-207107,JUDICIAL EN VÍA DE APREMIO,2713 0000 06 0059 18,2023-08-04,2023-08-24,8148686.19,0,BOE-B-2023-22882,11047010.0,0.0,0.0,220940.2,552350.5,Cine y viviendas colindantes,CALLE ASENSI 20,12002,CASTELLÓN,CASTELLÓN/CASTELLÓ,No,No consta,No,"Finca registral 61427, tomo 1043, Folio 74, del Registro de la Propiedad nº 2 de Castellón","Referencias catastrales de la matriz: 3102501YK5330S0001WS, 3102501YK5330S0005YH, 3102501YK5330S0004TG y 3102501YK5330S0001LS",Hipoteca Constituida a favor de Bancaja el 30 de Diciembre de 2005 por valor de 7730000 euros,CALLE ASENSI 20
SUB-JA-2023-216154,JUDICIAL EN VÍA DE APREMIO,4595 0000 05 0110 20,2023-08-04,2023-08-24,61941.86,0,BOE-B-2023-22874,114767.26,0.0,0.0,2295.34,5738.36,"FINCA N 60217 -URBANA FINCA NÚMERO SEIS.- VIVIENDA TIPO A EN LA PRIMERA PLANTA ALTA DEL PORTAL 1. Tiene una superficie útil de VPO de OCHENTA Y NUEVE METROS, OCHENTA Y TRES DECÍMETROS CUADRADOS.",CALLE BAIUCA,36680,A ESTRADA,PONTEVEDRA,Sí,No consta,No consta,No consta,No consta,No consta,CALLE BAIUCA
